"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           1","        5000","73255.170497","    129693.5","HomeImp","Mgr","          13","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","           .","      132000","HomeImp","Other","        17.5","           0","           2","       121.9","           0","          14","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","           .","        9100","HomeImp","Other","           1","           0","           0","54.733333333","           2","           8","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","       34200","       50830","HomeImp","Other","1.3893292515","           0","           0","          57","           1","           9","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","           .","       71277","HomeImp","Other","          10","           0","           0","72.433333333","           1","          12","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","      123000","      157500","HomeImp","Mgr","           9","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","       16600","       25250","HomeImp","Other","           6","           0","           0","        88.7","           1","           3","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","           .","       52000","HomeImp","Other","           .","           0","           1","285.33333333","           0","           6","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","       22700","       34225","HomeImp","Other","           4","           0","           0","74.633333333","           3","           9","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","        6000","       38575","HomeImp","Self"," 4.297020422","           0","           1","335.03333333","           3","          42","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","           .","       74500","HomeImp","Other","          19","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        5000","           .","       94119","HomeImp","Other","          19","           .","           .","           .","           .","           .","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        5000","       73126","       87500","DebtCon","Other","           1","           0","           0","125.96666667","           2","          10","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
